sample_id,asset,split,input_start_date,input_end_date,target_date,current_label,target_label,target_code
349,QQQ,train,2014-02-12,2014-03-26,2014-04-02,Bull,Bull,2
350,SPY,train,2014-02-12,2014-03-26,2014-04-02,Bull,Bull,2
351,TLT,train,2014-02-12,2014-03-26,2014-04-02,Bull,Bull,2
352,GLD,train,2014-02-20,2014-04-02,2014-04-09,Bull,Bull,2
353,QQQ,train,2014-02-20,2014-04-02,2014-04-09,Bull,Neutral,1
354,SPY,train,2014-02-20,2014-04-02,2014-04-09,Bull,Neutral,1
355,TLT,train,2014-02-20,2014-04-02,2014-04-09,Bull,Bull,2
356,GLD,train,2014-02-27,2014-04-09,2014-04-16,Bull,Bull,2
357,QQQ,train,2014-02-27,2014-04-09,2014-04-16,Neutral,Bear,0
358,SPY,train,2014-02-27,2014-04-09,2014-04-16,Neutral,Neutral,1
359,TLT,train,2014-02-27,2014-04-09,2014-04-16,Bull,Bull,2
360,GLD,train,2014-03-06,2014-04-16,2014-04-24,Bull,Bull,2
361,QQQ,train,2014-03-06,2014-04-16,2014-04-24,Bear,Bear,0
362,SPY,train,2014-03-06,2014-04-16,2014-04-24,Neutral,Neutral,1
363,TLT,train,2014-03-06,2014-04-16,2014-04-24,Bull,Bull,2
364,GLD,train,2014-03-13,2014-04-24,2014-05-01,Bull,Bull,2
365,QQQ,train,2014-03-13,2014-04-24,2014-05-01,Bear,Bear,0
366,SPY,train,2014-03-13,2014-04-24,2014-05-01,Neutral,Neutral,1
367,TLT,train,2014-03-13,2014-04-24,2014-05-01,Bull,Bull,2
368,GLD,train,2014-03-20,2014-05-01,2014-05-08,Bull,Bull,2
369,QQQ,train,2014-03-20,2014-05-01,2014-05-08,Bear,Bear,0
370,SPY,train,2014-03-20,2014-05-01,2014-05-08,Neutral,Neutral,1
371,TLT,train,2014-03-20,2014-05-01,2014-05-08,Bull,Bull,2
372,GLD,train,2014-03-27,2014-05-08,2014-05-15,Bull,Bull,2
373,QQQ,train,2014-03-27,2014-05-08,2014-05-15,Bear,Bear,0
374,SPY,train,2014-03-27,2014-05-08,2014-05-15,Neutral,Neutral,1
375,TLT,train,2014-03-27,2014-05-08,2014-05-15,Bull,Bull,2
376,GLD,train,2014-04-03,2014-05-15,2014-05-22,Bull,Neutral,1
377,QQQ,train,2014-04-03,2014-05-15,2014-05-22,Bear,Bear,0
378,SPY,train,2014-04-03,2014-05-15,2014-05-22,Neutral,Bear,0
379,TLT,train,2014-04-03,2014-05-15,2014-05-22,Bull,Bull,2
380,GLD,train,2014-04-10,2014-05-22,2014-05-30,Neutral,Neutral,1
381,QQQ,train,2014-04-10,2014-05-22,2014-05-30,Bear,Bull,2
382,SPY,train,2014-04-10,2014-05-22,2014-05-30,Bear,Bull,2
383,TLT,train,2014-04-10,2014-05-22,2014-05-30,Bull,Bull,2
384,GLD,train,2014-04-17,2014-05-30,2014-06-06,Neutral,Neutral,1
385,QQQ,train,2014-04-17,2014-05-30,2014-06-06,Bull,Bull,2
386,SPY,train,2014-04-17,2014-05-30,2014-06-06,Bull,Bull,2
387,TLT,train,2014-04-17,2014-05-30,2014-06-06,Bull,Bull,2
388,GLD,train,2014-04-25,2014-06-06,2014-06-13,Neutral,Bear,0
389,QQQ,train,2014-04-25,2014-06-06,2014-06-13,Bull,Neutral,1
390,SPY,train,2014-04-25,2014-06-06,2014-06-13,Bull,Bull,2
391,TLT,train,2014-04-25,2014-06-06,2014-06-13,Bull,Bull,2
392,GLD,train,2014-05-02,2014-06-13,2014-06-20,Bear,Bear,0
393,QQQ,train,2014-05-02,2014-06-13,2014-06-20,Neutral,Neutral,1
394,SPY,train,2014-05-02,2014-06-13,2014-06-20,Bull,Neutral,1
395,TLT,train,2014-05-02,2014-06-13,2014-06-20,Bull,Bull,2
396,GLD,train,2014-05-09,2014-06-20,2014-06-27,Bear,Bear,0
397,QQQ,train,2014-05-09,2014-06-20,2014-06-27,Neutral,Bull,2
398,SPY,train,2014-05-09,2014-06-20,2014-06-27,Neutral,Neutral,1
399,TLT,train,2014-05-09,2014-06-20,2014-06-27,Bull,Bull,2
400,GLD,train,2014-05-16,2014-06-27,2014-07-07,Bear,Bear,0
401,QQQ,train,2014-05-16,2014-06-27,2014-07-07,Bull,Bull,2
402,SPY,train,2014-05-16,2014-06-27,2014-07-07,Neutral,Neutral,1
403,TLT,train,2014-05-16,2014-06-27,2014-07-07,Bull,Bull,2
404,GLD,train,2014-05-23,2014-07-07,2014-07-14,Bear,Bull,2
405,QQQ,train,2014-05-23,2014-07-07,2014-07-14,Bull,Bull,2
406,SPY,train,2014-05-23,2014-07-07,2014-07-14,Neutral,Neutral,1
407,TLT,train,2014-05-23,2014-07-07,2014-07-14,Bull,Bull,2
408,GLD,train,2014-06-02,2014-07-14,2014-07-21,Bull,Bull,2
409,QQQ,train,2014-06-02,2014-07-14,2014-07-21,Bull,Neutral,1
410,SPY,train,2014-06-02,2014-07-14,2014-07-21,Neutral,Neutral,1
411,TLT,train,2014-06-02,2014-07-14,2014-07-21,Bull,Bull,2
412,GLD,train,2014-06-09,2014-07-21,2014-07-28,Bull,Bull,2
413,QQQ,train,2014-06-09,2014-07-21,2014-07-28,Neutral,Neutral,1
414,SPY,train,2014-06-09,2014-07-21,2014-07-28,Neutral,Neutral,1
415,TLT,train,2014-06-09,2014-07-21,2014-07-28,Bull,Bull,2
416,GLD,train,2014-06-16,2014-07-28,2014-08-04,Bull,Bull,2
417,QQQ,train,2014-06-16,2014-07-28,2014-08-04,Neutral,Bull,2
418,SPY,train,2014-06-16,2014-07-28,2014-08-04,Neutral,Bear,0
419,TLT,train,2014-06-16,2014-07-28,2014-08-04,Bull,Bull,2
420,GLD,train,2014-06-23,2014-08-04,2014-08-11,Bull,Bull,2
421,QQQ,train,2014-06-23,2014-08-04,2014-08-11,Bull,Bull,2
422,SPY,train,2014-06-23,2014-08-04,2014-08-11,Bear,Bear,0
423,TLT,train,2014-06-23,2014-08-04,2014-08-11,Bull,Bull,2
424,GLD,train,2014-06-30,2014-08-11,2014-08-18,Bull,Bull,2
425,QQQ,train,2014-06-30,2014-08-11,2014-08-18,Bull,Bull,2
426,SPY,train,2014-06-30,2014-08-11,2014-08-18,Bear,Bear,0
427,TLT,train,2014-06-30,2014-08-11,2014-08-18,Bull,Bull,2
428,GLD,train,2014-07-08,2014-08-18,2014-08-25,Bull,Bull,2
429,QQQ,train,2014-07-08,2014-08-18,2014-08-25,Bull,Bull,2
430,SPY,train,2014-07-08,2014-08-18,2014-08-25,Bear,Bull,2
431,TLT,train,2014-07-08,2014-08-18,2014-08-25,Bull,Bull,2
432,GLD,train,2014-07-15,2014-08-25,2014-09-02,Bull,Bear,0
433,QQQ,train,2014-07-15,2014-08-25,2014-09-02,Bull,Bull,2
434,SPY,train,2014-07-15,2014-08-25,2014-09-02,Bull,Bull,2
435,TLT,train,2014-07-15,2014-08-25,2014-09-02,Bull,Bull,2
436,GLD,train,2014-07-22,2014-09-02,2014-09-09,Bear,Bear,0
437,QQQ,train,2014-07-22,2014-09-02,2014-09-09,Bull,Bull,2
438,SPY,train,2014-07-22,2014-09-02,2014-09-09,Bull,Bull,2
439,TLT,train,2014-07-22,2014-09-02,2014-09-09,Bull,Bull,2
440,GLD,train,2014-07-29,2014-09-09,2014-09-16,Bear,Bear,0
441,QQQ,train,2014-07-29,2014-09-09,2014-09-16,Bull,Bull,2
442,SPY,train,2014-07-29,2014-09-09,2014-09-16,Bull,Bull,2
443,TLT,train,2014-07-29,2014-09-09,2014-09-16,Bull,Neutral,1
444,GLD,train,2014-08-05,2014-09-16,2014-09-23,Bear,Bear,0
445,QQQ,train,2014-08-05,2014-09-16,2014-09-23,Bull,Bull,2
446,SPY,train,2014-08-05,2014-09-16,2014-09-23,Bull,Bull,2
447,TLT,train,2014-08-05,2014-09-16,2014-09-23,Neutral,Neutral,1
448,GLD,train,2014-08-12,2014-09-23,2014-09-30,Bear,Bear,0
449,QQQ,train,2014-08-12,2014-09-23,2014-09-30,Bull,Neutral,1
450,SPY,train,2014-08-12,2014-09-23,2014-09-30,Bull,Bear,0
451,TLT,train,2014-08-12,2014-09-23,2014-09-30,Neutral,Bull,2
452,GLD,train,2014-08-19,2014-09-30,2014-10-07,Bear,Bear,0
453,QQQ,train,2014-08-19,2014-09-30,2014-10-07,Neutral,Neutral,1
454,SPY,train,2014-08-19,2014-09-30,2014-10-07,Bear,Bear,0
455,TLT,train,2014-08-19,2014-09-30,2014-10-07,Bull,Bull,2
456,GLD,train,2014-08-26,2014-10-07,2014-10-14,Bear,Bear,0
457,QQQ,train,2014-08-26,2014-10-07,2014-10-14,Neutral,Bear,0
458,SPY,train,2014-08-26,2014-10-07,2014-10-14,Bear,Bear,0
459,TLT,train,2014-08-26,2014-10-07,2014-10-14,Bull,Bull,2
460,GLD,train,2014-09-03,2014-10-14,2014-10-21,Bear,Bear,0
461,QQQ,train,2014-09-03,2014-10-14,2014-10-21,Bear,Bear,0
462,SPY,train,2014-09-03,2014-10-14,2014-10-21,Bear,Bear,0
463,TLT,train,2014-09-03,2014-10-14,2014-10-21,Bull,Bull,2
464,GLD,train,2014-09-10,2014-10-21,2014-10-28,Bear,Bear,0
465,QQQ,train,2014-09-10,2014-10-21,2014-10-28,Bear,Bear,0
466,SPY,train,2014-09-10,2014-10-21,2014-10-28,Bear,Bear,0
467,TLT,train,2014-09-10,2014-10-21,2014-10-28,Bull,Bull,2
468,GLD,train,2014-09-17,2014-10-28,2014-11-04,Bear,Bear,0
469,QQQ,train,2014-09-17,2014-10-28,2014-11-04,Bear,Bear,0
470,SPY,train,2014-09-17,2014-10-28,2014-11-04,Bear,Bear,0
471,TLT,train,2014-09-17,2014-10-28,2014-11-04,Bull,Bull,2
472,GLD,train,2014-09-24,2014-11-04,2014-11-11,Bear,Neutral,1
473,QQQ,train,2014-09-24,2014-11-04,2014-11-11,Bear,Neutral,1
474,SPY,train,2014-09-24,2014-11-04,2014-11-11,Bear,Bull,2
475,TLT,train,2014-09-24,2014-11-04,2014-11-11,Bull,Bull,2
476,GLD,train,2014-10-01,2014-11-11,2014-11-18,Neutral,Neutral,1
477,QQQ,train,2014-10-01,2014-11-11,2014-11-18,Neutral,Bull,2
478,SPY,train,2014-10-01,2014-11-11,2014-11-18,Bull,Bull,2
479,TLT,train,2014-10-01,2014-11-11,2014-11-18,Bull,Bull,2
480,GLD,train,2014-10-08,2014-11-18,2014-11-25,Neutral,Neutral,1
481,QQQ,train,2014-10-08,2014-11-18,2014-11-25,Bull,Bull,2
482,SPY,train,2014-10-08,2014-11-18,2014-11-25,Bull,Neutral,1
483,TLT,train,2014-10-08,2014-11-18,2014-11-25,Bull,Bull,2
484,GLD,train,2014-10-15,2014-11-25,2014-12-03,Neutral,Neutral,1
485,QQQ,train,2014-10-15,2014-11-25,2014-12-03,Bull,Neutral,1
486,SPY,train,2014-10-15,2014-11-25,2014-12-03,Neutral,Neutral,1
487,TLT,train,2014-10-15,2014-11-25,2014-12-03,Bull,Bull,2
488,GLD,train,2014-10-22,2014-12-03,2014-12-10,Neutral,Neutral,1
489,QQQ,train,2014-10-22,2014-12-03,2014-12-10,Neutral,Neutral,1
490,SPY,train,2014-10-22,2014-12-03,2014-12-10,Neutral,Bear,0
491,TLT,train,2014-10-22,2014-12-03,2014-12-10,Bull,Bull,2
492,GLD,train,2014-10-29,2014-12-10,2014-12-17,Neutral,Neutral,1
493,QQQ,train,2014-10-29,2014-12-10,2014-12-17,Neutral,Bear,0
494,SPY,train,2014-10-29,2014-12-10,2014-12-17,Bear,Bear,0
495,TLT,train,2014-10-29,2014-12-10,2014-12-17,Bull,Bull,2
496,GLD,train,2014-11-05,2014-12-17,2014-12-24,Neutral,Neutral,1
497,QQQ,train,2014-11-05,2014-12-17,2014-12-24,Bear,Bear,0
498,SPY,train,2014-11-05,2014-12-17,2014-12-24,Bear,Bull,2
499,TLT,train,2014-11-05,2014-12-17,2014-12-24,Bull,Neutral,1
500,GLD,train,2014-11-12,2014-12-24,2015-01-02,Neutral,Neutral,1
501,QQQ,train,2014-11-12,2014-12-24,2015-01-02,Bear,Bear,0
502,SPY,train,2014-11-12,2014-12-24,2015-01-02,Bull,Bear,0
503,TLT,train,2014-11-12,2014-12-24,2015-01-02,Neutral,Bull,2
504,GLD,train,2014-11-19,2015-01-02,2015-01-09,Neutral,Neutral,1
505,QQQ,train,2014-11-19,2015-01-02,2015-01-09,Bear,Bear,0
506,SPY,train,2014-11-19,2015-01-02,2015-01-09,Bear,Bear,0
507,TLT,train,2014-11-19,2015-01-02,2015-01-09,Bull,Bull,2
508,GLD,train,2014-11-26,2015-01-09,2015-01-16,Neutral,Bull,2
509,QQQ,train,2014-11-26,2015-01-09,2015-01-16,Bear,Bear,0
510,SPY,train,2014-11-26,2015-01-09,2015-01-16,Bear,Bear,0
511,TLT,train,2014-11-26,2015-01-09,2015-01-16,Bull,Bull,2
512,GLD,train,2014-12-04,2015-01-16,2015-01-26,Bull,Bull,2
513,QQQ,train,2014-12-04,2015-01-16,2015-01-26,Bear,Bear,0
514,SPY,train,2014-12-04,2015-01-16,2015-01-26,Bear,Bear,0
515,TLT,train,2014-12-04,2015-01-16,2015-01-26,Bull,Bull,2
516,GLD,train,2014-12-11,2015-01-26,2015-02-02,Bull,Bull,2
517,QQQ,train,2014-12-11,2015-01-26,2015-02-02,Bear,Bear,0
518,SPY,train,2014-12-11,2015-01-26,2015-02-02,Bear,Bear,0
519,TLT,train,2014-12-11,2015-01-26,2015-02-02,Bull,Neutral,1
520,GLD,train,2014-12-18,2015-02-02,2015-02-09,Bull,Bull,2
521,QQQ,train,2014-12-18,2015-02-02,2015-02-09,Bear,Bull,2
522,SPY,train,2014-12-18,2015-02-02,2015-02-09,Bear,Bear,0
523,TLT,train,2014-12-18,2015-02-02,2015-02-09,Neutral,Bear,0
524,GLD,train,2014-12-26,2015-02-09,2015-02-17,Bull,Bull,2
525,QQQ,train,2014-12-26,2015-02-09,2015-02-17,Bull,Bull,2
526,SPY,train,2014-12-26,2015-02-09,2015-02-17,Bear,Bull,2
527,TLT,train,2014-12-26,2015-02-09,2015-02-17,Bear,Bear,0
528,GLD,train,2015-01-05,2015-02-17,2015-02-24,Bull,Bull,2
529,QQQ,train,2015-01-05,2015-02-17,2015-02-24,Bull,Bull,2
530,SPY,train,2015-01-05,2015-02-17,2015-02-24,Bull,Bull,2
531,TLT,train,2015-01-05,2015-02-17,2015-02-24,Bear,Bear,0
532,GLD,train,2015-01-12,2015-02-24,2015-03-03,Bull,Bull,2
533,QQQ,train,2015-01-12,2015-02-24,2015-03-03,Bull,Bull,2
534,SPY,train,2015-01-12,2015-02-24,2015-03-03,Bull,Bull,2
535,TLT,train,2015-01-12,2015-02-24,2015-03-03,Bear,Bear,0
536,GLD,train,2015-01-20,2015-03-03,2015-03-10,Bull,Neutral,1
537,QQQ,train,2015-01-20,2015-03-03,2015-03-10,Bull,Bear,0
538,SPY,train,2015-01-20,2015-03-03,2015-03-10,Bull,Bear,0
539,TLT,train,2015-01-20,2015-03-03,2015-03-10,Bear,Bear,0
540,GLD,train,2015-01-27,2015-03-10,2015-03-17,Neutral,Neutral,1
541,QQQ,train,2015-01-27,2015-03-10,2015-03-17,Bear,Bear,0
542,SPY,train,2015-01-27,2015-03-10,2015-03-17,Bear,Bear,0
543,TLT,train,2015-01-27,2015-03-10,2015-03-17,Bear,Bear,0
544,GLD,train,2015-02-03,2015-03-17,2015-03-24,Neutral,Neutral,1
545,QQQ,train,2015-02-03,2015-03-17,2015-03-24,Bear,Bear,0
546,SPY,train,2015-02-03,2015-03-17,2015-03-24,Bear,Bull,2
547,TLT,train,2015-02-03,2015-03-17,2015-03-24,Bear,Bear,0
548,GLD,train,2015-02-10,2015-03-24,2015-03-31,Neutral,Neutral,1
549,QQQ,train,2015-02-10,2015-03-24,2015-03-31,Bear,Bear,0
550,SPY,train,2015-02-10,2015-03-24,2015-03-31,Bull,Bear,0
551,TLT,train,2015-02-10,2015-03-24,2015-03-31,Bear,Bear,0
552,GLD,train,2015-02-18,2015-03-31,2015-04-08,Neutral,Neutral,1
553,QQQ,train,2015-02-18,2015-03-31,2015-04-08,Bear,Bear,0
554,SPY,train,2015-02-18,2015-03-31,2015-04-08,Bear,Bear,0
555,TLT,train,2015-02-18,2015-03-31,2015-04-08,Bear,Neutral,1
556,GLD,train,2015-02-25,2015-04-08,2015-04-15,Neutral,Bear,0
557,QQQ,train,2015-02-25,2015-04-08,2015-04-15,Bear,Bear,0
558,SPY,train,2015-02-25,2015-04-08,2015-04-15,Bear,Bull,2
559,TLT,train,2015-02-25,2015-04-08,2015-04-15,Neutral,Bear,0
560,GLD,train,2015-03-04,2015-04-15,2015-04-22,Bear,Bear,0
561,QQQ,train,2015-03-04,2015-04-15,2015-04-22,Bear,Bear,0
562,SPY,train,2015-03-04,2015-04-15,2015-04-22,Bull,Bull,2
563,TLT,train,2015-03-04,2015-04-15,2015-04-22,Bear,Bear,0
564,GLD,train,2015-03-11,2015-04-22,2015-04-29,Bear,Bear,0
565,QQQ,train,2015-03-11,2015-04-22,2015-04-29,Bear,Bear,0
566,SPY,train,2015-03-11,2015-04-22,2015-04-29,Bull,Bull,2
567,TLT,train,2015-03-11,2015-04-22,2015-04-29,Bear,Bear,0
568,GLD,train,2015-03-18,2015-04-29,2015-05-06,Bear,Bull,2
569,QQQ,train,2015-03-18,2015-04-29,2015-05-06,Bear,Bear,0
570,SPY,train,2015-03-18,2015-04-29,2015-05-06,Bull,Bull,2
571,TLT,train,2015-03-18,2015-04-29,2015-05-06,Bear,Bear,0
572,GLD,train,2015-03-25,2015-05-06,2015-05-13,Bull,Bull,2
573,QQQ,train,2015-03-25,2015-05-06,2015-05-13,Bear,Bear,0
574,SPY,train,2015-03-25,2015-05-06,2015-05-13,Bull,Bull,2
575,TLT,train,2015-03-25,2015-05-06,2015-05-13,Bear,Neutral,1
576,GLD,train,2015-04-01,2015-05-13,2015-05-20,Bull,Bull,2
577,QQQ,train,2015-04-01,2015-05-13,2015-05-20,Bear,Bull,2
578,SPY,train,2015-04-01,2015-05-13,2015-05-20,Bull,Bull,2
579,TLT,train,2015-04-01,2015-05-13,2015-05-20,Neutral,Neutral,1
580,GLD,train,2015-04-09,2015-05-20,2015-05-28,Bull,Bull,2
581,QQQ,train,2015-04-09,2015-05-20,2015-05-28,Bull,Bull,2
582,SPY,train,2015-04-09,2015-05-20,2015-05-28,Bull,Bull,2
583,TLT,train,2015-04-09,2015-05-20,2015-05-28,Neutral,Neutral,1
584,GLD,train,2015-04-16,2015-05-28,2015-06-04,Bull,Bear,0
585,QQQ,train,2015-04-16,2015-05-28,2015-06-04,Bull,Neutral,1
586,SPY,train,2015-04-16,2015-05-28,2015-06-04,Bull,Bull,2
587,TLT,train,2015-04-16,2015-05-28,2015-06-04,Neutral,Neutral,1
588,GLD,train,2015-04-23,2015-06-04,2015-06-11,Bear,Bear,0
589,QQQ,train,2015-04-23,2015-06-04,2015-06-11,Neutral,Bear,0
590,SPY,train,2015-04-23,2015-06-04,2015-06-11,Bull,Bull,2
591,TLT,train,2015-04-23,2015-06-04,2015-06-11,Neutral,Neutral,1
592,GLD,train,2015-04-30,2015-06-11,2015-06-18,Bear,Bear,0
593,QQQ,train,2015-04-30,2015-06-11,2015-06-18,Bear,Bull,2
594,SPY,train,2015-04-30,2015-06-11,2015-06-18,Bull,Bull,2
595,TLT,train,2015-04-30,2015-06-11,2015-06-18,Neutral,Bear,0
596,GLD,train,2015-05-07,2015-06-18,2015-06-25,Bear,Bear,0
597,QQQ,train,2015-05-07,2015-06-18,2015-06-25,Bull,Bull,2
598,SPY,train,2015-05-07,2015-06-18,2015-06-25,Bull,Bull,2
599,TLT,train,2015-05-07,2015-06-18,2015-06-25,Bear,Neutral,1
600,GLD,train,2015-05-14,2015-06-25,2015-07-02,Bear,Bear,0
601,QQQ,train,2015-05-14,2015-06-25,2015-07-02,Bull,Bear,0
602,SPY,train,2015-05-14,2015-06-25,2015-07-02,Bull,Bear,0
603,TLT,train,2015-05-14,2015-06-25,2015-07-02,Neutral,Neutral,1
604,GLD,train,2015-05-21,2015-07-02,2015-07-10,Bear,Bear,0
605,QQQ,train,2015-05-21,2015-07-02,2015-07-10,Bear,Bear,0
606,SPY,train,2015-05-21,2015-07-02,2015-07-10,Bear,Bear,0
607,TLT,train,2015-05-21,2015-07-02,2015-07-10,Neutral,Neutral,1
608,GLD,train,2015-05-29,2015-07-10,2015-07-17,Bear,Bear,0
609,QQQ,train,2015-05-29,2015-07-10,2015-07-17,Bear,Bull,2
610,SPY,train,2015-05-29,2015-07-10,2015-07-17,Bear,Bear,0
611,TLT,train,2015-05-29,2015-07-10,2015-07-17,Neutral,Bear,0
612,GLD,train,2015-06-05,2015-07-17,2015-07-24,Bear,Neutral,1
613,QQQ,train,2015-06-05,2015-07-17,2015-07-24,Bull,Bear,0
614,SPY,train,2015-06-05,2015-07-17,2015-07-24,Bear,Bear,0
615,TLT,train,2015-06-05,2015-07-17,2015-07-24,Bear,Neutral,1
616,GLD,train,2015-06-12,2015-07-24,2015-07-31,Neutral,Neutral,1
617,QQQ,train,2015-06-12,2015-07-24,2015-07-31,Bear,Bear,0
618,SPY,train,2015-06-12,2015-07-24,2015-07-31,Bear,Bull,2
619,TLT,train,2015-06-12,2015-07-24,2015-07-31,Neutral,Neutral,1
620,GLD,train,2015-06-19,2015-07-31,2015-08-07,Neutral,Neutral,1
621,QQQ,train,2015-06-19,2015-07-31,2015-08-07,Bear,Bear,0
622,SPY,train,2015-06-19,2015-07-31,2015-08-07,Bull,Bull,2
623,TLT,train,2015-06-19,2015-07-31,2015-08-07,Neutral,Bear,0
624,GLD,train,2015-06-26,2015-08-07,2015-08-14,Neutral,Neutral,1
625,QQQ,train,2015-06-26,2015-08-07,2015-08-14,Bear,Bear,0
626,SPY,train,2015-06-26,2015-08-07,2015-08-14,Bull,Bull,2
627,TLT,train,2015-06-26,2015-08-07,2015-08-14,Bear,Bear,0
628,GLD,train,2015-07-06,2015-08-14,2015-08-21,Neutral,Bear,0
629,QQQ,train,2015-07-06,2015-08-14,2015-08-21,Bear,Neutral,1
630,SPY,train,2015-07-06,2015-08-14,2015-08-21,Bull,Bear,0
631,TLT,train,2015-07-06,2015-08-14,2015-08-21,Bear,Bear,0
632,GLD,train,2015-07-13,2015-08-21,2015-08-28,Bear,Bear,0
633,QQQ,train,2015-07-13,2015-08-21,2015-08-28,Neutral,Neutral,1
634,SPY,train,2015-07-13,2015-08-21,2015-08-28,Bear,Bear,0
635,TLT,train,2015-07-13,2015-08-21,2015-08-28,Bear,Bear,0
636,GLD,train,2015-07-20,2015-08-28,2015-09-04,Bear,Bear,0
637,QQQ,train,2015-07-20,2015-08-28,2015-09-04,Neutral,Bear,0
638,SPY,train,2015-07-20,2015-08-28,2015-09-04,Bear,Bear,0
639,TLT,train,2015-07-20,2015-08-28,2015-09-04,Bear,Neutral,1
640,GLD,train,2015-07-27,2015-09-04,2015-09-14,Bear,Bear,0
641,QQQ,train,2015-07-27,2015-09-04,2015-09-14,Bear,Bear,0
642,SPY,train,2015-07-27,2015-09-04,2015-09-14,Bear,Bear,0
643,TLT,train,2015-07-27,2015-09-04,2015-09-14,Neutral,Neutral,1
644,GLD,train,2015-08-03,2015-09-14,2015-09-21,Bear,Bear,0
645,QQQ,train,2015-08-03,2015-09-14,2015-09-21,Bear,Bear,0
646,SPY,train,2015-08-03,2015-09-14,2015-09-21,Bear,Bear,0
647,TLT,train,2015-08-03,2015-09-14,2015-09-21,Neutral,Neutral,1
648,GLD,train,2015-08-10,2015-09-21,2015-09-28,Bear,Bear,0
649,QQQ,train,2015-08-10,2015-09-21,2015-09-28,Bear,Bear,0
650,SPY,train,2015-08-10,2015-09-21,2015-09-28,Bear,Bear,0
651,TLT,train,2015-08-10,2015-09-21,2015-09-28,Neutral,Neutral,1
652,GLD,train,2015-08-17,2015-09-28,2015-10-05,Bear,Bull,2
653,QQQ,train,2015-08-17,2015-09-28,2015-10-05,Bear,Bear,0
654,SPY,train,2015-08-17,2015-09-28,2015-10-05,Bear,Bear,0
655,TLT,train,2015-08-17,2015-09-28,2015-10-05,Neutral,Neutral,1
656,GLD,train,2015-08-24,2015-10-05,2015-10-12,Bull,Bull,2
657,QQQ,train,2015-08-24,2015-10-05,2015-10-12,Bear,Bear,0
658,SPY,train,2015-08-24,2015-10-05,2015-10-12,Bear,Bear,0
659,TLT,train,2015-08-24,2015-10-05,2015-10-12,Neutral,Neutral,1
660,GLD,train,2015-08-31,2015-10-12,2015-10-19,Bull,Bull,2
661,QQQ,train,2015-08-31,2015-10-12,2015-10-19,Bear,Bear,0
662,SPY,train,2015-08-31,2015-10-12,2015-10-19,Bear,Bear,0
663,TLT,train,2015-08-31,2015-10-12,2015-10-19,Neutral,Bear,0
664,GLD,train,2015-09-08,2015-10-19,2015-10-26,Bull,Bull,2
665,QQQ,train,2015-09-08,2015-10-19,2015-10-26,Bear,Bear,0
666,SPY,train,2015-09-08,2015-10-19,2015-10-26,Bear,Neutral,1
667,TLT,train,2015-09-08,2015-10-19,2015-10-26,Bear,Bull,2
668,GLD,train,2015-09-15,2015-10-26,2015-11-02,Bull,Bull,2
669,QQQ,train,2015-09-15,2015-10-26,2015-11-02,Bear,Bear,0
670,SPY,train,2015-09-15,2015-10-26,2015-11-02,Neutral,Neutral,1
671,TLT,train,2015-09-15,2015-10-26,2015-11-02,Bull,Neutral,1
672,GLD,train,2015-09-22,2015-11-02,2015-11-09,Bull,Bull,2
673,QQQ,train,2015-09-22,2015-11-02,2015-11-09,Bear,Bull,2
674,SPY,train,2015-09-22,2015-11-02,2015-11-09,Neutral,Bull,2
675,TLT,train,2015-09-22,2015-11-02,2015-11-09,Neutral,Bear,0
676,GLD,train,2015-09-29,2015-11-09,2015-11-16,Bull,Bear,0
677,QQQ,train,2015-09-29,2015-11-09,2015-11-16,Bull,Bear,0
678,SPY,train,2015-09-29,2015-11-09,2015-11-16,Bull,Bear,0
679,TLT,train,2015-09-29,2015-11-09,2015-11-16,Bear,Neutral,1
680,GLD,train,2015-10-06,2015-11-16,2015-11-23,Bear,Bear,0
681,QQQ,train,2015-10-06,2015-11-16,2015-11-23,Bear,Neutral,1
682,SPY,train,2015-10-06,2015-11-16,2015-11-23,Bear,Bull,2
683,TLT,train,2015-10-06,2015-11-16,2015-11-23,Neutral,Neutral,1
684,GLD,train,2015-10-13,2015-11-23,2015-12-01,Bear,Bear,0
685,QQQ,train,2015-10-13,2015-11-23,2015-12-01,Neutral,Neutral,1
686,SPY,train,2015-10-13,2015-11-23,2015-12-01,Bull,Bull,2
687,TLT,train,2015-10-13,2015-11-23,2015-12-01,Neutral,Neutral,1
688,GLD,train,2015-10-20,2015-12-01,2015-12-08,Bear,Neutral,1
689,QQQ,train,2015-10-20,2015-12-01,2015-12-08,Neutral,Neutral,1
690,SPY,train,2015-10-20,2015-12-01,2015-12-08,Bull,Bear,0
691,TLT,train,2015-10-20,2015-12-01,2015-12-08,Neutral,Neutral,1
692,GLD,train,2015-10-27,2015-12-08,2015-12-15,Neutral,Neutral,1
693,QQQ,train,2015-10-27,2015-12-08,2015-12-15,Neutral,Bear,0
694,SPY,train,2015-10-27,2015-12-08,2015-12-15,Bear,Bear,0
695,TLT,train,2015-10-27,2015-12-08,2015-12-15,Neutral,Neutral,1
696,GLD,train,2015-11-03,2015-12-15,2015-12-22,Neutral,Neutral,1
697,QQQ,train,2015-11-03,2015-12-15,2015-12-22,Bear,Bear,0
698,SPY,train,2015-11-03,2015-12-15,2015-12-22,Bear,Bear,0
699,TLT,train,2015-11-03,2015-12-15,2015-12-22,Neutral,Bear,0
