sample_id,split,input_start_date,input_end_date,target_date,current_label,target_label,target_code
422,train,,2020-11-17,2020-11-24,Non-Bear,Non-Bear,0
423,train,,2020-11-24,2020-12-02,Non-Bear,Non-Bear,0
424,train,,2020-12-02,2020-12-09,Non-Bear,Non-Bear,0
425,train,,2020-12-09,2020-12-16,Non-Bear,Non-Bear,0
426,train,,2020-12-16,2020-12-23,Non-Bear,Non-Bear,0
427,train,,2020-12-23,2020-12-31,Non-Bear,Non-Bear,0
428,train,,2020-12-31,2021-01-08,Non-Bear,Non-Bear,0
429,train,,2021-01-08,2021-01-15,Non-Bear,Non-Bear,0
430,train,,2021-01-15,2021-01-25,Non-Bear,Non-Bear,0
431,train,,2021-01-25,2021-02-01,Non-Bear,Non-Bear,0
432,train,,2021-02-01,2021-02-08,Non-Bear,Non-Bear,0
433,train,,2021-02-08,2021-02-16,Non-Bear,Non-Bear,0
434,train,,2021-02-16,2021-02-23,Non-Bear,Non-Bear,0
435,train,,2021-02-23,2021-03-02,Non-Bear,Non-Bear,0
436,train,,2021-03-02,2021-03-09,Non-Bear,Non-Bear,0
437,train,,2021-03-09,2021-03-16,Non-Bear,Non-Bear,0
438,train,,2021-03-16,2021-03-23,Non-Bear,Non-Bear,0
439,train,,2021-03-23,2021-03-30,Non-Bear,Non-Bear,0
440,train,,2021-03-30,2021-04-07,Non-Bear,Non-Bear,0
441,train,,2021-04-07,2021-04-14,Non-Bear,Non-Bear,0
442,train,,2021-04-14,2021-04-21,Non-Bear,Non-Bear,0
443,train,,2021-04-21,2021-04-28,Non-Bear,Non-Bear,0
444,train,,2021-04-28,2021-05-05,Non-Bear,Non-Bear,0
445,train,,2021-05-05,2021-05-12,Non-Bear,Non-Bear,0
446,train,,2021-05-12,2021-05-19,Non-Bear,Non-Bear,0
447,train,,2021-05-19,2021-05-26,Non-Bear,Non-Bear,0
448,train,,2021-05-26,2021-06-03,Non-Bear,Non-Bear,0
449,train,,2021-06-03,2021-06-10,Non-Bear,Non-Bear,0
450,train,,2021-06-10,2021-06-17,Non-Bear,Non-Bear,0
451,train,,2021-06-17,2021-06-24,Non-Bear,Non-Bear,0
452,train,,2021-06-24,2021-07-01,Non-Bear,Non-Bear,0
453,train,,2021-07-01,2021-07-09,Non-Bear,Non-Bear,0
454,train,,2021-07-09,2021-07-16,Non-Bear,Non-Bear,0
455,train,,2021-07-16,2021-07-23,Non-Bear,Non-Bear,0
456,train,,2021-07-23,2021-07-30,Non-Bear,Non-Bear,0
457,train,,2021-07-30,2021-08-06,Non-Bear,Non-Bear,0
458,train,,2021-08-06,2021-08-13,Non-Bear,Non-Bear,0
459,train,,2021-08-13,2021-08-20,Non-Bear,Non-Bear,0
460,train,,2021-08-20,2021-08-27,Non-Bear,Non-Bear,0
461,train,,2021-08-27,2021-09-03,Non-Bear,Non-Bear,0
462,train,,2021-09-03,2021-09-13,Non-Bear,Non-Bear,0
463,train,,2021-09-13,2021-09-20,Non-Bear,Bear,1
464,train,,2021-09-20,2021-09-27,Bear,Bear,1
465,train,,2021-09-27,2021-10-04,Bear,Non-Bear,0
466,train,,2021-10-04,2021-10-11,Non-Bear,Bear,1
467,train,,2021-10-11,2021-10-18,Bear,Non-Bear,0
468,train,,2021-10-18,2021-10-25,Non-Bear,Non-Bear,0
469,train,,2021-10-25,2021-11-01,Non-Bear,Non-Bear,0
470,train,,2021-11-01,2021-11-08,Non-Bear,Non-Bear,0
471,train,,2021-11-08,2021-11-15,Non-Bear,Non-Bear,0
472,train,,2021-11-15,2021-11-22,Non-Bear,Non-Bear,0
473,train,,2021-11-22,2021-11-30,Non-Bear,Non-Bear,0
474,train,,2021-11-30,2021-12-07,Non-Bear,Non-Bear,0
475,train,,2021-12-07,2021-12-14,Non-Bear,Non-Bear,0
476,train,,2021-12-14,2021-12-21,Non-Bear,Non-Bear,0
477,train,,2021-12-21,2021-12-29,Non-Bear,Non-Bear,0
478,train,,2021-12-29,2022-01-05,Non-Bear,Non-Bear,0
479,train,,2022-01-05,2022-01-12,Non-Bear,Non-Bear,0
480,train,,2022-01-12,2022-01-20,Non-Bear,Non-Bear,0
481,train,,2022-01-20,2022-01-27,Non-Bear,Non-Bear,0
482,train,,2022-01-27,2022-02-03,Non-Bear,Non-Bear,0
483,train,,2022-02-03,2022-02-10,Non-Bear,Non-Bear,0
484,train,,2022-02-10,2022-02-17,Non-Bear,Non-Bear,0
485,train,,2022-02-17,2022-02-25,Non-Bear,Non-Bear,0
486,train,,2022-02-25,2022-03-04,Non-Bear,Non-Bear,0
487,train,,2022-03-04,2022-03-11,Non-Bear,Bear,1
488,valid,,2022-03-11,2022-03-18,Bear,Bear,1
489,valid,,2022-03-18,2022-03-25,Bear,Bear,1
490,valid,,2022-03-25,2022-04-01,Bear,Bear,1
491,valid,,2022-04-01,2022-04-08,Bear,Bear,1
492,valid,,2022-04-08,2022-04-18,Bear,Bear,1
493,valid,,2022-04-18,2022-04-25,Bear,Bear,1
494,valid,,2022-04-25,2022-05-02,Bear,Bear,1
495,valid,,2022-05-02,2022-05-09,Bear,Bear,1
496,valid,,2022-05-09,2022-05-16,Bear,Bear,1
497,valid,,2022-05-16,2022-05-23,Bear,Bear,1
498,valid,,2022-05-23,2022-05-31,Bear,Bear,1
499,valid,,2022-05-31,2022-06-07,Bear,Bear,1
500,valid,,2022-06-07,2022-06-14,Bear,Bear,1
501,valid,,2022-06-14,2022-06-22,Bear,Bear,1
502,valid,,2022-06-22,2022-06-29,Bear,Bear,1
503,valid,,2022-06-29,2022-07-07,Bear,Bear,1
504,valid,,2022-07-07,2022-07-14,Bear,Bear,1
505,valid,,2022-07-14,2022-07-21,Bear,Bear,1
506,valid,,2022-07-21,2022-07-28,Bear,Bear,1
507,valid,,2022-07-28,2022-08-04,Bear,Non-Bear,0
508,valid,,2022-08-04,2022-08-11,Non-Bear,Non-Bear,0
509,valid,,2022-08-11,2022-08-18,Non-Bear,Non-Bear,0
510,valid,,2022-08-18,2022-08-25,Non-Bear,Non-Bear,0
511,valid,,2022-08-25,2022-09-01,Non-Bear,Non-Bear,0
512,valid,,2022-09-01,2022-09-09,Non-Bear,Bear,1
513,valid,,2022-09-09,2022-09-16,Bear,Bear,1
514,valid,,2022-09-16,2022-09-23,Bear,Bear,1
515,valid,,2022-09-23,2022-09-30,Bear,Bear,1
516,valid,,2022-09-30,2022-10-07,Bear,Bear,1
517,valid,,2022-10-07,2022-10-14,Bear,Bear,1
518,valid,,2022-10-14,2022-10-21,Bear,Bear,1
519,valid,,2022-10-21,2022-10-28,Bear,Bear,1
520,valid,,2022-10-28,2022-11-04,Bear,Bear,1
521,valid,,2022-11-04,2022-11-11,Bear,Bear,1
522,valid,,2022-11-11,2022-11-18,Bear,Non-Bear,0
523,valid,,2022-11-18,2022-11-28,Non-Bear,Non-Bear,0
524,valid,,2022-11-28,2022-12-05,Non-Bear,Bear,1
525,valid,,2022-12-05,2022-12-12,Bear,Bear,1
526,valid,,2022-12-12,2022-12-19,Bear,Bear,1
527,valid,,2022-12-19,2022-12-27,Bear,Bear,1
528,valid,,2022-12-27,2023-01-04,Bear,Bear,1
529,valid,,2023-01-04,2023-01-11,Bear,Bear,1
530,valid,,2023-01-11,2023-01-19,Bear,Bear,1
531,valid,,2023-01-19,2023-01-26,Bear,Bear,1
532,valid,,2023-01-26,2023-02-02,Bear,Bear,1
533,valid,,2023-02-02,2023-02-09,Bear,Bear,1
534,valid,,2023-02-09,2023-02-16,Bear,Bear,1
535,valid,,2023-02-16,2023-02-24,Bear,Bear,1
536,valid,,2023-02-24,2023-03-03,Bear,Bear,1
537,valid,,2023-03-03,2023-03-10,Bear,Bear,1
538,valid,,2023-03-10,2023-03-17,Bear,Non-Bear,0
539,valid,,2023-03-17,2023-03-24,Non-Bear,Non-Bear,0
540,valid,,2023-03-24,2023-03-31,Non-Bear,Non-Bear,0
541,valid,,2023-03-31,2023-04-10,Non-Bear,Non-Bear,0
542,valid,,2023-04-10,2023-04-17,Non-Bear,Non-Bear,0
543,valid,,2023-04-17,2023-04-24,Non-Bear,Non-Bear,0
544,valid,,2023-04-24,2023-05-01,Non-Bear,Non-Bear,0
545,valid,,2023-05-01,2023-05-08,Non-Bear,Non-Bear,0
546,valid,,2023-05-08,2023-05-15,Non-Bear,Non-Bear,0
547,valid,,2023-05-15,2023-05-22,Non-Bear,Non-Bear,0
548,valid,,2023-05-22,2023-05-30,Non-Bear,Non-Bear,0
549,valid,,2023-05-30,2023-06-06,Non-Bear,Non-Bear,0
550,valid,,2023-06-06,2023-06-13,Non-Bear,Non-Bear,0
551,valid,,2023-06-13,2023-06-21,Non-Bear,Non-Bear,0
552,valid,,2023-06-21,2023-06-28,Non-Bear,Non-Bear,0
553,valid,,2023-06-28,2023-07-06,Non-Bear,Non-Bear,0
554,valid,,2023-07-06,2023-07-13,Non-Bear,Non-Bear,0
555,valid,,2023-07-13,2023-07-20,Non-Bear,Non-Bear,0
556,valid,,2023-07-20,2023-07-27,Non-Bear,Non-Bear,0
557,valid,,2023-07-27,2023-08-03,Non-Bear,Non-Bear,0
558,valid,,2023-08-03,2023-08-10,Non-Bear,Non-Bear,0
559,valid,,2023-08-10,2023-08-17,Non-Bear,Non-Bear,0
560,valid,,2023-08-17,2023-08-24,Non-Bear,Non-Bear,0
561,valid,,2023-08-24,2023-08-31,Non-Bear,Non-Bear,0
562,valid,,2023-08-31,2023-09-08,Non-Bear,Non-Bear,0
563,valid,,2023-09-08,2023-09-15,Non-Bear,Non-Bear,0
564,valid,,2023-09-15,2023-09-22,Non-Bear,Non-Bear,0
565,valid,,2023-09-22,2023-09-29,Non-Bear,Non-Bear,0
566,valid,,2023-09-29,2023-10-06,Non-Bear,Non-Bear,0
567,valid,,2023-10-06,2023-10-13,Non-Bear,Non-Bear,0
568,valid,,2023-10-13,2023-10-20,Non-Bear,Non-Bear,0
569,valid,,2023-10-20,2023-10-27,Non-Bear,Non-Bear,0
570,valid,,2023-10-27,2023-11-03,Non-Bear,Non-Bear,0
571,valid,,2023-11-03,2023-11-10,Non-Bear,Non-Bear,0
572,valid,,2023-11-10,2023-11-17,Non-Bear,Non-Bear,0
573,valid,,2023-11-17,2023-11-27,Non-Bear,Non-Bear,0
574,valid,,2023-11-27,2023-12-04,Non-Bear,Non-Bear,0
575,valid,,2023-12-04,2023-12-11,Non-Bear,Non-Bear,0
576,valid,,2023-12-11,2023-12-18,Non-Bear,Non-Bear,0
577,valid,,2023-12-18,2023-12-26,Non-Bear,Non-Bear,0
578,valid,,2023-12-26,2024-01-03,Non-Bear,Non-Bear,0
579,valid,,2024-01-03,2024-01-10,Non-Bear,Non-Bear,0
580,valid,,2024-01-10,2024-01-18,Non-Bear,Non-Bear,0
581,valid,,2024-01-18,2024-01-25,Non-Bear,Non-Bear,0
582,valid,,2024-01-25,2024-02-01,Non-Bear,Non-Bear,0
583,valid,,2024-02-01,2024-02-08,Non-Bear,Non-Bear,0
584,valid,,2024-02-08,2024-02-15,Non-Bear,Non-Bear,0
585,valid,,2024-02-15,2024-02-23,Non-Bear,Non-Bear,0
586,valid,,2024-02-23,2024-03-01,Non-Bear,Non-Bear,0
587,valid,,2024-03-01,2024-03-08,Non-Bear,Non-Bear,0
588,valid,,2024-03-08,2024-03-15,Non-Bear,Non-Bear,0
589,valid,,2024-03-15,2024-03-22,Non-Bear,Non-Bear,0
590,valid,,2024-03-22,2024-04-01,Non-Bear,Non-Bear,0
591,valid,,2024-04-01,2024-04-08,Non-Bear,Non-Bear,0
592,valid,,2024-04-08,2024-04-15,Non-Bear,Non-Bear,0
593,test,,2024-04-15,2024-04-22,Non-Bear,Non-Bear,0
594,test,,2024-04-22,2024-04-29,Non-Bear,Non-Bear,0
595,test,,2024-04-29,2024-05-06,Non-Bear,Non-Bear,0
596,test,,2024-05-06,2024-05-13,Non-Bear,Non-Bear,0
597,test,,2024-05-13,2024-05-20,Non-Bear,Non-Bear,0
598,test,,2024-05-20,2024-05-28,Non-Bear,Non-Bear,0
599,test,,2024-05-28,2024-06-04,Non-Bear,Non-Bear,0
600,test,,2024-06-04,2024-06-11,Non-Bear,Non-Bear,0
601,test,,2024-06-11,2024-06-18,Non-Bear,Non-Bear,0
602,test,,2024-06-18,2024-06-26,Non-Bear,Non-Bear,0
603,test,,2024-06-26,2024-07-03,Non-Bear,Non-Bear,0
604,test,,2024-07-03,2024-07-11,Non-Bear,Non-Bear,0
605,test,,2024-07-11,2024-07-18,Non-Bear,Non-Bear,0
606,test,,2024-07-18,2024-07-25,Non-Bear,Non-Bear,0
607,test,,2024-07-25,2024-08-01,Non-Bear,Non-Bear,0
608,test,,2024-08-01,2024-08-08,Non-Bear,Bear,1
609,test,,2024-08-08,2024-08-15,Bear,Bear,1
610,test,,2024-08-15,2024-08-22,Bear,Bear,1
611,test,,2024-08-22,2024-08-29,Bear,Non-Bear,0
612,test,,2024-08-29,2024-09-06,Non-Bear,Bear,1
613,test,,2024-09-06,2024-09-13,Bear,Non-Bear,0
614,test,,2024-09-13,2024-09-20,Non-Bear,Non-Bear,0
615,test,,2024-09-20,2024-09-27,Non-Bear,Non-Bear,0
616,test,,2024-09-27,2024-10-04,Non-Bear,Bear,1
617,test,,2024-10-04,2024-10-11,Bear,Non-Bear,0
618,test,,2024-10-11,2024-10-18,Non-Bear,Non-Bear,0
619,test,,2024-10-18,2024-10-25,Non-Bear,Non-Bear,0
620,test,,2024-10-25,2024-11-01,Non-Bear,Non-Bear,0
621,test,,2024-11-01,2024-11-08,Non-Bear,Non-Bear,0
622,test,,2024-11-08,2024-11-15,Non-Bear,Non-Bear,0
623,test,,2024-11-15,2024-11-22,Non-Bear,Non-Bear,0
624,test,,2024-11-22,2024-12-02,Non-Bear,Non-Bear,0
625,test,,2024-12-02,2024-12-09,Non-Bear,Non-Bear,0
626,test,,2024-12-09,2024-12-16,Non-Bear,Non-Bear,0
627,test,,2024-12-16,2024-12-23,Non-Bear,Non-Bear,0
628,test,,2024-12-23,2024-12-31,Non-Bear,Bear,1
629,test,,2024-12-31,2025-01-08,Bear,Bear,1
630,test,,2025-01-08,2025-01-16,Bear,Bear,1
631,test,,2025-01-16,2025-01-24,Bear,Non-Bear,0
632,test,,2025-01-24,2025-01-31,Non-Bear,Non-Bear,0
633,test,,2025-01-31,2025-02-07,Non-Bear,Non-Bear,0
634,test,,2025-02-07,2025-02-14,Non-Bear,Non-Bear,0
635,test,,2025-02-14,2025-02-24,Non-Bear,Non-Bear,0
636,test,,2025-02-24,2025-03-03,Non-Bear,Bear,1
637,test,,2025-03-03,2025-03-10,Bear,Bear,1
638,test,,2025-03-10,2025-03-17,Bear,Bear,1
639,test,,2025-03-17,2025-03-24,Bear,Bear,1
640,test,,2025-03-24,2025-03-31,Bear,Bear,1
641,test,,2025-03-31,2025-04-07,Bear,Bear,1
642,test,,2025-04-07,2025-04-14,Bear,Bear,1
643,test,,2025-04-14,2025-04-22,Bear,Bear,1
644,test,,2025-04-22,2025-04-29,Bear,Bear,1
645,test,,2025-04-29,2025-05-06,Bear,Bear,1
646,test,,2025-05-06,2025-05-13,Bear,Non-Bear,0
647,test,,2025-05-13,2025-05-20,Non-Bear,Bear,1
648,test,,2025-05-20,2025-05-28,Bear,Bear,1
649,test,,2025-05-28,2025-06-04,Bear,Bear,1
650,test,,2025-06-04,2025-06-11,Bear,Bear,1
651,test,,2025-06-11,2025-06-18,Bear,Bear,1
652,test,,2025-06-18,2025-06-26,Bear,Non-Bear,0
653,test,,2025-06-26,2025-07-03,Non-Bear,Non-Bear,0
654,test,,2025-07-03,2025-07-11,Non-Bear,Non-Bear,0
655,test,,2025-07-11,2025-07-18,Non-Bear,Non-Bear,0
656,test,,2025-07-18,2025-07-25,Non-Bear,Non-Bear,0
657,test,,2025-07-25,2025-08-01,Non-Bear,Non-Bear,0
658,test,,2025-08-01,2025-08-08,Non-Bear,Non-Bear,0
659,test,,2025-08-08,2025-08-15,Non-Bear,Non-Bear,0
660,test,,2025-08-15,2025-08-22,Non-Bear,Non-Bear,0
661,test,,2025-08-22,2025-08-29,Non-Bear,Non-Bear,0
662,test,,2025-08-29,2025-09-08,Non-Bear,Non-Bear,0
663,test,,2025-09-08,2025-09-15,Non-Bear,Non-Bear,0
664,test,,2025-09-15,2025-09-22,Non-Bear,Non-Bear,0
665,test,,2025-09-22,2025-09-29,Non-Bear,Non-Bear,0
666,test,,2025-09-29,2025-10-06,Non-Bear,Non-Bear,0
667,test,,2025-10-06,2025-10-13,Non-Bear,Bear,1
668,test,,2025-10-13,2025-10-20,Bear,Bear,1
669,test,,2025-10-20,2025-10-27,Bear,Bear,1
670,test,,2025-10-27,2025-11-03,Bear,Bear,1
671,test,,2025-11-03,2025-11-10,Bear,Bear,1
672,test,,2025-11-10,2025-11-17,Bear,Bear,1
673,test,,2025-11-17,2025-11-24,Bear,Bear,1
674,test,,2025-11-24,2025-12-02,Bear,Bear,1
675,test,,2025-12-02,2025-12-09,Bear,Bear,1
676,test,,2025-12-09,2025-12-16,Bear,Bear,1
677,test,,2025-12-16,2025-12-23,Bear,Bear,1
678,test,,2025-12-23,2025-12-31,Bear,Non-Bear,0
679,test,,2025-12-31,2026-01-08,Non-Bear,Non-Bear,0
680,test,,2026-01-08,2026-01-15,Non-Bear,Non-Bear,0
681,test,,2026-01-15,2026-01-23,Non-Bear,Bear,1
682,test,,2026-01-23,2026-01-30,Bear,Non-Bear,0
683,test,,2026-01-30,2026-02-06,Non-Bear,Bear,1
684,test,,2026-02-06,2026-02-13,Bear,Bear,1
685,test,,2026-02-13,2026-02-23,Bear,Bear,1
686,test,,2026-02-23,2026-03-02,Bear,Bear,1
687,test,,2026-03-02,2026-03-09,Bear,Bear,1
688,test,,2026-03-09,2026-03-16,Bear,Bear,1
689,test,,2026-03-16,2026-03-23,Bear,Bear,1
690,test,,2026-03-23,2026-03-30,Bear,Non-Bear,0
691,test,,2026-03-30,2026-04-07,Non-Bear,Non-Bear,0
692,test,,2026-04-07,2026-04-14,Non-Bear,Non-Bear,0
693,test,,2026-04-14,2026-04-21,Non-Bear,Non-Bear,0
694,test,,2026-04-21,2026-04-28,Non-Bear,Bear,1
695,test,,2026-04-28,2026-05-05,Bear,Non-Bear,0
696,test,,2026-05-05,2026-05-12,Non-Bear,Non-Bear,0
697,test,,2026-05-12,2026-05-15,Non-Bear,Non-Bear,0
